From	To
P61764	6812
P61769	567
P61812	7042
P61956	6613
P61968	8543
P61970	10204
P61981	7532
P62136	5499
P62140	5500
P62158	801
P62158	805
P62158	808
P62258	7531
P62330	382
P62491	8766
P62714	5516
P62736	59
P62745	388
P62753	6194
P62805	121504
P62805	554313
P62805	8294
P62805	8359
P62805	8360
P62805	8361
P62805	8362
P62805	8363
P62805	8364
P62805	8365
P62805	8366
P62805	8367
P62805	8368
P62805	8370
P62820	5861
P62826	5901
P62829	9349
P62834	5906
P62837	7322
P62873	2782
P62877	9978
P62913	6135
P62942	2280
P62993	2885
P63000	5879
P63027	6844
P63096	2770
P63104	7534
P63151	5520
P63165	7341
P63208	6500
P63211	2792
P63244	10399
P63279	7329
P67775	5515
P67809	4904
P68133	58
P68363	10376
P68400	1457
P68402	5049
P70557	20614
P70557	25012
P70557	396444
P70557	6616
P70557	574204
P70558	20614
P70558	25012
P70558	396444
P70558	6616
P70558	574204
P70667	24242
P70667	24244
P70667	50663
P70667	801
P70667	805
P70667	808
P70667	12313
P70667	12314
P70667	12315
P70667	100350107
P70667	100352392
P70667	108698710
P70667	380558
P70667	399259
P70667	606721
P70667	100297344
P70667	520277
P70667	617095
P78314	6452
P78315	6452
P78319	1050
P78327	2627
P78338	9314
P78351	1902
P78352	1742
P78355	7337
P78360	9518
P78368	1455
P78391	4602
P78392	4602
P78397	4615
P78405	5298
P78419	4363
P78423	6376
P78429	1281
P78431	5155
P78434	6648
P78436	162
P78438	351
P78439	462
P78440	1290
P78441	1277
P78442	5443
P78443	2247
P78446	5621
P78447	462
P78449	3481
P78456	5914
P78466	3688
P78467	3688
P78468	7306
P78469	7306
P78479	338
P78480	338
P78481	338
P78499	5925
P78501	613
P78501	25028
P78504	182
P78509	5649
P78518	8395
P78519	8395
P78525	4602
P78526	4602
P78528	5591
P78536	6868
P78543	7832
P78552	3597
P78554	4968
P78560	8738
P80370	8788
P82127	1066
P82276	8607
P82862	6643
P84022	4088
P84070	28988
P84077	375
P84095	391
P84243	3020
P84243	3021
P84996	2778
P85298	23779
P85299	55615
P85925	3848
P86104	3848
P98077	25759
P98082	1601
P98155	7436
P98164	4036
P98170	331
P98172	1947
P98177	4303
P98202	3084
P99014	24242
P99014	24244
P99014	50663
P99014	801
P99014	805
P99014	808
P99014	12313
P99014	12314
P99014	12315
P99014	100350107
P99014	100352392
P99014	108698710
P99014	380558
P99014	399259
P99014	606721
P99014	100297344
P99014	520277
P99014	617095
P99020	281592
P99020	421534
P99020	58
P99020	11459
P99020	100154254
P99020	29437
P99049	327682
P99049	417044
P99049	10399
P99049	14694
P99049	397605
P99049	83427
P99999	54205
Q00005	5521
Q00007	5520
Q00007	100328616
Q00015	1066
Q00426	79109
Q00427	9610
Q00534	1021
Q00535	1020
Q00597	2176
Q00610	1213
Q00613	3297
Q00653	4791
Q00688	2287
Q00722	5330
Q00755	5371
Q00978	10379
Q00987	4193
Q00989	5915
Q00994	27018
Q009A7	84271
Q01082	6711
Q01105	6418
Q01196	861
Q01344	3568
Q01581	3157
Q01742	2263
Q01860	5460
Q01970	5331
Q01995	6876
Q02063	2260
Q02065	2260
Q02078	4205
Q02156	5581
Q02224	1062
Q02297	3084
Q02298	3084
Q02299	3084
Q02338	622
Q02447	6670
Q02556	3394
Q02763	7010
Q02790	2288
Q02935	3082
Q03001	667
Q03113	2768
Q03167	7049
Q03181	5467
Q03229	1908
Q03405	5329
Q03754	7026
Q03933	3298
Q04637	1981
Q04695	3872
Q04696	6259
Q04724	7088
Q04725	7089
Q04727	7091
Q04759	5588
Q04844	1145
Q04858	960
Q04860	4791
Q05086	7337
Q05193	1759
Q05195	4084
Q05215	1961
Q05397	5747
Q05513	5590
Q05655	5580
Q05750	7392
Q05810	2645
Q05BE8	394
Q05BQ3	6517
Q05BU8	394
Q05BV0	208
Q05BX7	7398
Q05C48	9988
Q05C58	4684
Q05CA4	1050
Q05CW3	80010
Q05D53	161742
Q05DI5	55636
Q06124	5781
Q06187	695
Q06330	3516
Q06413	4208
Q06609	5888
Q07101	5228
Q07110	3084
Q07111	3084
Q07157	7082
Q07161	5499
Q074Z4	7422
Q07501	6498
Q07654	7033
Q07751	1302
Q07812	581
Q07814	581
Q07815	581
Q07817	598
Q07820	4170
Q07869	5465
Q07889	6654
Q07890	6655
Q07918	5996
Q07952	7392
Q07960	392
Q08043	89
Q08050	2305
Q08116	5996
Q08117	166
Q08431	4240
Q08443	3655
Q08447	403895
Q08447	2792
Q08462	108
Q08828	107
Q08881	3702
Q08999	5934
Q08AF4	5586
Q08AG6	3656
Q08AK3	1401
Q08AL6	8454
Q08AP2	6925
Q08AP3	6925
Q08AS6	8794
Q09028	5928
Q09327	4248
Q09428	6833
Q09472	2033
Q09GN2	79682
Q09GN4	2548
Q0D2H1	10935
Q0H8S6	284654
Q0MRC7	3655
Q0MSE7	10018
Q0MSE8	10018
Q0MSE9	10018
Q0MWT5	2100
Q0MWT6	2100
Q0P5Z6	863
Q0P638	5145
Q0P662	54840
Q0PEH2	10718
Q0PVP5	5265
Q0PW94	6453
Q0PW95	6453
Q0PW97	6453
Q0PWM2	7054
Q0PWM3	7054
Q0QJH8	5468
Q0QVW8	6352
Q0VA95	3694
Q0VAC9	9970
Q0VAH3	80854
Q0VAH9	3298
Q0VAN0	208
Q0VAN1	208
Q0VAX7	9793
Q0VAX8	9793
Q0VF45	8202
Q0VF97	3691
Q0VG06	80233
Q0VG87	2047
Q0VGB4	83637
Q0VGC6	11186
Q0VGC9	1944
Q0VGN1	23433
Q0Z7V0	7520
Q0Z8D3	409
Q10567	162
Q10742	102
Q12755	5243
Q12758	472
Q12761	4294
Q12774	7984
Q12778	2308
Q12779	3084
Q12780	3084
Q12781	3084
Q12782	3084
Q12783	3084
Q12784	3084
Q12795	1495
Q12800	7024
Q12801	7024
Q12806	3690
Q12808	166
Q12824	6598
Q12825	667
Q12826	4869
Q12827	4916
Q12834	991
Q12837	5458
Q12842	613
Q12846	6810
Q12850	3932
Q12852	7786
Q12857	4774
Q12858	4781
Q12860	1272
Q12861	1272
Q12865	4772
Q12871	660
Q12873	1107
Q12875	4233
Q12876	5329
Q12879	2903
Q12892	7159
Q12895	3998
Q12922	2263
Q12923	5783
Q12924	6935
Q12929	2059
Q12930	4988
Q12933	7186
Q12936	6804
Q12946	2294
Q12954	2321
Q12958	1739
Q12959	1739
Q12962	6881
Q12963	2971
Q12967	5900
Q12968	4775
Q12969	864
Q12970	7376
Q12974	8073
Q12979	29
Q12983	664
Q12985	1280
Q12991	1874
Q13000	1386
Q13009	7074
Q13010	1462
Q13017	394
Q13044	7818
Q13059	1258
Q13071	8648
Q13074	5903
Q13077	7185
Q13081	861
Q13083	1432
Q13087	64714
Q13089	3688
Q13090	3688
Q13091	3688
Q13093	7941
Q13094	3937
Q13095	3658
Q13097	2971
Q13099	8100
Q13101	5800
Q13105	7709
Q13124	865
Q13130	1435
Q13132	1147
Q13133	10062
Q13140	213
Q13143	1869
Q13147	10152
Q13152	3932
Q13153	5058
Q13163	5607
Q13171	1063
Q13175	6881
Q13177	5062
Q13180	8737
Q13189	1462
Q13191	868
Q13192	868
Q13193	868
Q13195	1029
Q13212	3688
Q13220	2904
Q13224	2904
Q13225	2904
Q13226	4193
Q13239	6503
Q13246	1063
Q13249	10152
Q13250	5729
Q13251	5729
Q13258	5729
Q13259	3718
Q13260	3718
Q13263	10155
Q13266	667
Q13267	667
Q13271	1302
Q13272	1302
Q13273	1302
Q13279	818
Q13282	818
Q13297	4193
Q13298	4193
Q13299	4193
Q13300	4193
Q13301	4193
Q13309	6502
Q13315	472
Q13320	8165
Q13322	2887
Q13327	5591
Q13330	9112
Q13331	7029
Q13337	5591
Q13345	5791
Q13350	4485
Q13354	9612
Q13361	8076
Q13364	840
Q13389	1375
Q13399	1029
Q13403	387522
Q13403	7335
Q13404	387522
Q13404	7335
Q13413	3690
Q13415	4998
Q13418	3611
Q13419	960
Q13420	8648
Q13424	6640
Q13426	7518
Q13430	10524
Q13438	10956
Q13440	4869
Q13440	5914
Q13441	4869
Q13441	5914
Q13446	8878
Q13451	2289
Q13458	7204
Q13459	4650
Q13462	2776
Q13463	5727
Q13464	6093
Q13467	7855
Q13468	4773
Q13469	4773
Q13471	4998
Q13472	7156
Q13473	7156
Q13475	2185
Q13476	8844
Q13478	8809
Q13479	2194
Q13480	2549
Q13485	4089
Q13490	329
Q13494	3082
Q13501	8878
Q13507	7222
Q13511	2099
Q13526	5300
Q13531	1857
Q13532	387522
Q13532	7335
Q13541	1978
Q13544	3635
Q13545	3635
Q13546	8737
Q13554	816
Q13555	818
Q13556	818
Q13557	817
Q13567	5058
Q13568	3663
Q13577	3636
Q13578	3636
Q13586	6786
Q13592	3953
Q13593	3953
Q13594	3953
Q13596	6642
Q13598	1601
Q13599	7428
Q13611	3718
Q13616	8454
Q13617	8453
Q13625	7159
Q13635	5727
Q13644	2274
Q13652	2870
Q13655	942
Q13657	1066
Q13662	4846
Q13663	7293
Q13671	9610
Q13672	5265
Q13677	2
Q13679	3909
Q13680	3909
Q13683	3679
Q13693	29
Q13694	29
Q13704	388372
Q13704	6351
Q13716	2232
Q13720	4303
Q13721	7306
Q13741	229
Q13742	229
Q13755	861
Q13756	861
Q13757	861
Q13758	861
Q13759	861
Q13760	864
Q13761	864
Q13764	351
Q13765	4666
Q13770	4350
Q13773	5518
Q13775	667
Q13776	10935
Q13778	351
Q13779	338
Q13785	338
Q13786	338
Q13787	338
Q13788	338
Q13793	351
Q13794	5366
Q13799	999
Q13800	6935
Q13801	10152
Q13811	6609
Q13814	11016
Q13815	462
Q13837	156
Q13840	3567
Q13842	596
Q13851	677
Q13869	25
Q13870	25
Q13878	673
Q13879	675
Q13883	5458
Q13896	1277
Q13897	1278
Q13902	1277
Q13903	1277
Q13908	1290
Q13909	1292
Q13910	1292
Q13911	1292
Q13912	846
Q13942	801
Q13942	805
Q13942	808
Q13949	1268
Q13950	860
Q13951	865
Q13952	4802
Q13955	894
Q13957	960
Q13958	960
Q13959	960
Q13960	960
Q13961	960
Q13964	940
Q13967	960
Q13968	960
Q13970	925
Q13971	994
Q13972	5923
Q13976	5592
Q13980	960
Q13986	7068
Q13997	1278
Q13998	1278
Q14008	9793
Q14009	1280
Q14010	1026
Q14013	282419
Q14013	1457
Q14023	4602
Q14024	4602
Q14026	4609
Q14028	1258
Q14029	1258
Q14030	1272
Q14031	1288
Q14034	1301
Q14037	1277
Q14038	1278
Q14040	1291
Q14041	1291
Q14044	1280
Q14045	1280
Q14046	1280
Q14047	1280
Q14048	1292
Q14049	1292
Q14052	1284
Q14053	1288
Q14054	1294
Q14056	1280
Q14057	1278
Q14058	1280
Q14062	1066
Q14063	1356
Q14080	3265
Q14084	1432
Q14086	1435
Q14090	1535
Q14091	898
Q14099	3856
Q14114	7804
Q14115	4869
Q14116	3606
Q14118	1605
Q14130	1719
Q14144	393
Q14152	8661
Q14155	8874
Q14175	5591
Q14178	3791
Q14185	1793
Q14186	7027
Q14187	7029
Q14188	7029
Q14189	1832
Q14191	7486
Q14192	2274
Q14203	1639
Q14204	1778
Q14208	6929
Q14209	1870
Q14213	10148
Q14216	999
Q14223	4205
Q14224	4205
Q14225	1956
Q14245	2035
Q14248	2022
Q14251	4846
Q14252	7076
Q14256	2064
Q14260	6300
Q14275	1326
Q14276	2099
Q14278	2113
Q14284	4763
Q14289	2185
Q14290	2185
Q14291	5747
Q14292	355
Q14293	355
Q14294	355
Q14295	355
Q14299	3481
Q14300	2263
Q14301	2263
Q14302	2263
Q14303	2263
Q14304	2263
Q14305	2263
Q14306	2260
Q14307	2260
Q14308	2261
Q14309	2264
Q14312	2335
Q14317	2287
Q14318	23770
Q14321	3146
Q14325	2335
Q14326	2335
Q14332	2535
Q14336	5045
Q14344	10672
Q14349	10919
Q14350	2767
Q14351	2548
Q14429	1438
Q14430	1438
Q14431	1438
Q14434	4846
Q14443	3674
Q14449	2888
Q14450	2885
Q14450	81504
Q14451	2886
Q14452	2909
Q14488	2290
Q14513	5786
Q14516	4775
Q14519	3082
Q14526	3090
Q14540	3172
Q14572	11214
Q14582	10608
Q14583	3371
Q14595	3673
Q14597	972
Q14605	3439
Q14605	3447
Q14606	3440
Q14607	3444
Q14608	3452
Q14620	3479
Q14622	3688
Q14623	3549
Q14627	3598
Q14628	3557
Q14630	3565
Q14633	3568
Q14635	6929
Q14636	6929
Q14637	3837
Q14638	3680
Q14639	3451
Q14646	3655
Q14647	3688
Q14648	3690
Q14654	3767
Q14668	9793
Q14672	2263
Q14715	3861
Q14716	3856
Q14717	3856
Q14718	2263
Q14719	2263
Q14720	3848
Q14735	3910
Q14738	5528
Q14762	5663
Q14774	3142
Q14790	841
Q14791	841
Q14792	841
Q14793	841
Q14794	841
Q14795	841
Q14796	841
Q14799	4137
Q147X2	6513
Q147X4	8554
Q14803	4149
Q14806	1435
Q14812	5243
Q14814	4209
Q14815	4209
Q14841	4286
Q14843	29895
Q14844	4638
Q14848	9618
Q14862	4353
Q14866	8772
Q14870	4485
Q14871	4294
Q14923	1000
Q14926	2022
Q14930	4763
Q14931	4763
Q14932	4782
Q14934	4776
Q14935	7528
Q14937	1052
Q14939	2357
Q14946	3811
Q14971	4893
Q14972	4904
Q14974	3837
Q14986	5457
Q14987	5458
Q14992	1277
Q14994	9970
Q149N0	1301
Q14BD3	6453
Q14C72	284654
Q14C97	8322
Q14CE8	1437
Q14CJ1	166
Q14CK5	4248
Q14CP2	6386
Q14CQ4	10156
Q14CQ7	1612
Q14CQ9	5286
Q14CS4	3441
Q14CU4	2904
Q14CV2	3480
Q14CW1	5290
Q14CX2	6517
Q14DC3	79718
Q14DD8	50943
Q14DH6	5588
Q14DV3	729238
Q14DV4	653509
Q14VH1	5567
Q15000	1871
Q15010	8021
Q15013	9587
Q15047	9869
Q15052	9459
Q15073	5934
Q15078	8851
Q15079	9181
Q15086	7157
Q15087	7157
Q15088	7157
Q15093	3728
Q15094	1289
Q15096	354
Q15104	4893
Q15112	1281
Q15121	8682
Q15123	1462
Q15127	2822
Q15128	2822
Q15132	5449
Q15133	5449
Q15137	5578
Q15138	5579
Q15139	5587
Q15143	5585
Q15144	5580
Q15145	4012
Q15146	5340
Q15151	3728
Q15153	5347
Q15159	5783
Q15162	324
Q15163	324
Q15167	5460
Q15168	5460
Q15171	5528
Q15172	5525
Q15176	1277
Q15177	1278
Q15178	5468
Q15179	5468
Q15180	5468
Q15185	10728
Q15191	1029
Q15197	8073
Q15199	5617
Q15201	1277
Q15207	5590
Q15216	5621
Q15220	7456
Q15221	5621
Q15223	5818
Q15249	5757
Q15250	5979
Q15250	8030
Q15251	5744
Q15255	5795
Q15257	5524
Q15258	5524
Q15259	8073
Q15260	8073
Q15261	8073
Q15263	5783
Q15264	5783
Q15265	5783
Q15267	5817
Q15268	5817
Q15275	4350
Q15278	5894
Q15280	5903
Q15281	5916
Q15282	4893
Q15283	5922
Q15284	5922
Q15294	2395
Q15298	5915
Q15303	2066
Q15310	6046
Q15311	10928
Q15318	5457
Q15325	4904
Q15328	1874
Q15329	1875
Q15335	3910
Q15341	861
Q15343	861
Q15347	10670
Q15348	10325
Q15354	5155
Q15369	6921
Q15370	6923
Q15375	2045
Q15382	6009
Q15396	9459
Q15399	7096
Q15400	9712
Q15405	2041
Q15418	6195
Q15424	6294
Q15439	6925
Q15440	6925
Q15441	6925
Q15443	2057
Q15464	6461
Q15465	6469
Q15466	8431
Q15467	3455
Q15469	3568
Q15491	3084
Q15503	6655
Q15524	2011
Q15525	6810
Q15529	3276
Q15541	6418
Q15549	4137
Q15550	4137
Q15551	4137
Q15553	7013
Q15567	3371
Q15570	2966
Q15571	2966
Q15575	3681
Q15576	3681
Q15577	7039
Q15579	7042
Q15580	7048
Q15581	7042
Q15583	7050
Q15585	7054
Q15588	7054
Q15589	7054
Q15590	2736
Q15591	2736
Q15592	5757
Q15596	10499
Q15599	9351
Q15625	7181
Q15626	7181
Q15627	3164
Q15628	8717
Q15642	9322
Q15648	5469
Q15654	7205
Q15655	4914
Q15655	7175
Q15656	10342
Q15656	4914
Q15660	7222
Q15667	7057
Q15672	7291
Q15674	5783
Q15679	7306
Q15681	6696
Q15682	6696
Q15683	6696
Q15691	22919
Q15692	7941
Q15698	374123
Q15698	7329
Q15698	22196
Q15698	25573
Q15698	108703134
Q15698	380450
Q15707	5602
Q15708	5601
Q15709	5599
Q15710	5601
Q15711	5601
Q15712	5599
Q15713	5599
Q15719	5663
Q15720	5663
Q15732	8567
Q15741	8567
Q15746	4638
Q15747	5295
Q15757	900
Q15759	5600
Q15763	282380
Q15763	6993
Q15768	1949
Q15775	6883
Q15778	8661
Q15780	841
Q15788	8648
Q15793	4772
Q15794	50846
Q15797	4086
Q15806	841
Q15811	6453
Q15812	50618
Q15816	182
Q15817	4331
Q15820	3984
Q15821	3984
Q15829	4684
Q15831	6794
Q15832	5468
Q15844	5328
Q15845	5329
Q15851	7392
Q15852	7392
Q15853	7392
Q15855	999
Q15860	7409
Q15861	960
Q15871	7433
Q15881	7490
Q15883	9414
Q15932	7709
Q15942	7791
Q15946	3817
Q15947	1278
Q15949	3206
Q15959	5371
Q15961	4350
Q15980	926
Q15988	3142
Q16005	3958
Q16006	1287
Q16008	7070
Q16011	351
Q16014	351
Q16019	351
Q16020	351
Q16026	403895
Q16026	2792
Q16027	5923
Q16030	100532731
Q16030	648
Q16035	52
Q16036	52
Q16042	7133
Q16050	1277
Q16057	6711
Q16062	6720
Q16064	960
Q16065	960
Q16066	960
Q16067	2324
Q16080	2113
Q16084	5934
Q16096	4046
Q16105	5236
Q16106	5236
Q16108	846
Q16109	846
Q16110	846
Q16122	861
Q16122	2122
Q16123	4633
Q16126	1287
Q16133	25
Q16149	6890
Q16180	4684
Q16186	11047
Q16194	999
Q16197	596
Q16202	3570
Q16208	960
Q16209	4684
Q16215	4036
Q16241	5465
Q16246	5583
Q16248	2534
Q16254	1874
Q16256	7490
Q16258	1291
Q16259	1292
Q16263	4843
Q16269	1104
Q16272	354
Q16279	1259
Q16281	1261
Q16282	4023
Q16283	4023
Q16284	861
Q16285	861
Q16286	861
Q16288	4916
Q16289	4916
Q16291	640
Q16294	2261
Q16300	2532
Q16302	2548
Q16307	1027
Q16317	4160
Q16346	861
Q16346	862
Q16347	861
Q16347	862
Q16354	5618
Q16358	183
Q16359	183
Q16360	1029
Q16363	3910
Q16371	3397
Q16376	1387
Q16377	3397
Q16379	846
Q16403	1281
Q16414	6010
Q16418	3689
Q16422	5460
Q16430	6773
Q16431	6773
Q16432	1909
Q16433	1909
Q16436	7052
Q16438	6640
Q16443	2247
Q16448	5077
Q16450	7414
Q16480	1278
Q16485	1259
Q16487	4254
Q16499	3690
Q16500	3694
Q16501	1293
Q16507	1294
Q16508	3655
Q16511	1278
Q16512	5585
Q16513	5586
Q16514	6883
Q16516	329
Q16518	6121
Q16522	960
Q16528	7423
Q16535	7157
Q16539	1432
Q16541	3811
Q16551	472
Q16564	1438
Q16566	814
Q16570	2532
Q16575	7490
Q16583	6833
Q16584	4296
Q16588	2246
Q16594	6880
Q16595	2395
Q16597	1292
Q16601	1875
Q16608	2261
Q16611	578
Q16614	5788
Q16616	6462
Q16618	5328
Q16620	4915
Q16623	6804
Q16625	100506658
Q16628	330
Q16634	5598
Q16636	4086
Q16644	7867
Q16648	5452
Q16652	355
Q16665	3091
Q16669	6647
Q16672	1280
Q16675	4915
Q16690	1847
Q16692	4843
Q16702	2194
Q16703	1562
Q16704	2023
Q16709	2185
Q16711	6647
Q16722	5536
Q16725	52
Q16737	1066
Q16738	824
Q16751	1562
Q16775	3029
Q16778	8349
Q16781	7334
Q16781	93765
Q16787	3909
Q16788	1066
Q16792	6648
Q16794	4638
Q16807	7157
Q16808	7157
Q16809	7157
Q16810	7157
Q16811	7157
Q16814	5213
Q16815	5213
Q16820	4225
Q16821	5506
Q16822	5106
Q16826	5783
Q16827	5800
Q16828	1848
Q16833	6385
Q16836	3033
Q16837	6609
Q16838	6647
Q16839	6647
Q16840	6647
Q16841	6609
Q16845	6908
Q16848	7157
Q16859	8824
Q16875	5209
Q16876	5743
Q16887	5329
Q16889	7422
Q17R22	50484
Q17R40	196883
Q17R46	4616
Q17R61	25
Q17R67	3674
Q17RI4	8573
Q17RL3	55800
Q17RM9	9187
Q17RN1	6655
Q17RN4	1729
Q17RN8	7161
Q17RQ6	23236
Q17RS4	6249
Q17RS6	3682
Q17RT7	7074
Q17RU2	5966
Q17RU3	9353
Q17RV0	23235
Q17RV7	2335
Q17RW0	3643
Q17RW1	55160
Q17RW4	2737
Q17RW5	10524
Q17RZ2	4040
Q17RZ4	8611
Q17RZ6	2903
Q17RZ7	55733
Q17S04	4133
Q17S11	6598
Q17S15	4638
Q18P99	81624
Q18PA0	81624
Q18PA1	81624
Q19QY8	8913
Q19QY9	8913
Q19QZ0	8913
Q19QZ1	8913
Q19QZ2	8913
Q19QZ3	8913
Q19QZ4	8913
Q19QZ5	8913
Q19QZ6	8913
Q19QZ7	8913
Q19QZ8	8913
Q19QZ9	8913
Q19R00	8913
Q19R01	8913
Q19R02	8913
Q19R03	8913
Q19R04	8913
Q19R05	8913
Q19R06	8913
Q19R07	8913
Q19R08	8913
Q19R09	8913
Q19R10	8913
Q19R11	8913
Q19R12	8913
Q19R13	8913
Q19R15	8913
Q19R16	8913
Q19R17	8913
Q19R18	8913
Q1A7B4	3663
Q1ED40	6453
Q1HBA5	7018
Q1HCL2	64421
Q1HE21	3658
Q1HE24	7037
Q1HE25	87
Q1JQ82	1280
Q1KHY5	2263
Q1KLZ6	6776
Q1KMR0	8607
Q1P9S9	1282
Q1PG43	5609
Q1RMC1	672
Q1RMC6	63967
Q1RMC7	6091
Q1RMF6	4137
Q1RMY8	2782
Q1W161	5810
Q1W2J6	4957
Q1W5B6	80119
Q1W5W0	1612
Q1WM23	4831
Q1WM23	654364
Q1WM26	3481
Q1X6H8	51196
Q1ZZ52	5729
Q20BK3	6453
Q20WL3	162
Q24JQ1	8625
Q24JU2	5291
Q27H91	5621
Q27I68	10376
Q28208	282378
Q28208	6812
Q28208	25558
Q29246	9349
Q29246	29282
Q29246	100044627
Q29246	100862455
Q29246	65019
Q29246	414398
Q29459	282514
Q29459	5049
Q29832	972
Q29R79	9844
Q29R80	5321
Q29RF6	54880
Q29RG0	6249
Q29RW2	3688
Q29RX1	3055
Q29VU9	10811
Q29VV0	10811
Q29YA5	6875
Q2HIX9	7128
Q2HIZ6	917
Q2I3N8	332
Q2I5I4	2274
Q2KHM3	63967
Q2KHM4	6093
Q2KHR8	9639
Q2KJ05	6935
Q2KJU4	9618
Q2KN33	25898
Q2KPB6	81624
Q2L880	2719
Q2L882	2719
Q2L985	6387
Q2L986	6387
Q2L988	6387
Q2LEK4	4192
Q2M1H7	3767
Q2M1K4	3298
Q2M1L8	3439
Q2M1L8	3447
Q2M1L9	4321
Q2M1S3	4772
Q2M1T0	846
Q2M1U4	847
Q2M1W1	2066
Q2M1Z9	55824
Q2M203	1124
Q2M205	2057
Q2M237	7473
Q2M246	11279
Q2M249	6010
Q2M269	1894
Q2M287	6361
Q2M2F2	2822
Q2M2L6	2056
Q2M2R6	9734
Q2M2X9	1052
Q2M2Y2	4194
Q2M2Z5	55857
Q2M310	4043
Q2M312	7293
Q2M380	2043
Q2M3B4	7054
Q2M3D3	5818
Q2M3H2	6927
Q2M3N2	1445
Q2M3U0	599
Q2M3U6	890
Q2M3V3	3595
Q2M5E1	11113
Q2MKA7	284654
Q2NKJ5	10497
Q2NKL3	10333
Q2NKL4	4659
Q2NKL8	108
Q2NKN7	84433
Q2NKP3	7082
Q2NKX6	200734
Q2NL52	6256
Q2NL72	5525
Q2NL91	23309
Q2PJN8	9618
Q2PNI9	51701
Q2PNZ7	5966
Q2PP02	27035
Q2PP06	4688
Q2PP07	653361
Q2PP09	10454
Q2PP12	4035
Q2PP14	3320
Q2PP16	1536
Q2PP18	1356
Q2PP19	409
Q2PP20	408
Q2PPY7	85440
Q2T9G5	8648
Q2T9L1	2768
Q2TA89	9793
Q2TAC4	8913
Q2TAL4	3308
Q2TAM1	10811
Q2TAN4	55636
Q2TAN7	51474
Q2TAN8	9814
Q2TB31	9101
Q2TB37	57534
Q2TB39	6929
Q2TB40	6929
Q2TBD9	181
Q2TTR0	823
Q2TTR4	10284
Q2TU41	4256
Q2TU75	1191
Q2V4X7	1280
Q2V504	6256
Q2V508	1843
Q2V509	3486
Q2V575	5335
Q2VP93	3276
Q2VPC4	79658
Q2VPC5	79658
Q2VPE2	3055
Q2VPI8	1437
Q2VPJ3	79733
Q2VXS7	2242
Q2VXS8	2242
Q2VXT0	2242
Q2WGM4	64714
Q2XN98	7157
Q2XNF2	5600
Q2XS35	7015
Q2YD83	6494
Q2YD86	6604
Q2YDA4	11331
Q2YEF8	3577
Q2YEG4	3577
Q2YEG5	3577
Q2YEG7	3577
Q2YEG8	3577
Q2YHE5	11009
Q2Z1P5	1961
Q30160	3122
Q308M2	5599
Q32KL0	80243
Q32KL1	80243
Q32LX4	23495
Q32LZ3	6125
Q32M33	23409
Q32M40	1434
Q32M53	5058
Q32M54	5058
Q32M72	5578
Q32MK3	7096
Q32MK4	7096
Q32ML5	695
Q32ML7	3702
Q32MQ3	5581
Q32NF7	4683
Q32P43	7534
Q32P54	5566
Q32Q42	6613
Q32Q65	2244
Q32Q71	79682
Q32SL2	4194
Q330H5	80119
Q33E24	80119
Q37526	4513
Q38G78	9540
Q38GA1	6598
Q38L19	3329
Q38RT9	5292
Q3B7B7	1386
Q3B7S0	4314
Q3B8N4	112399
Q3C1U6	79733
Q3HKR2	27342
Q3HKR3	27342
Q3KP35	7068
Q3KP63	5148
Q3KP65	6801
Q3KPE7	8807
Q3KPE8	8807
Q3KPF1	4303
Q3KPF2	2244
Q3KPI1	5319
Q3KQR7	7026
Q3KQS5	10460
Q3KQS8	22919
Q3KQV4	4666
Q3KQX8	52
Q3KQX9	5308
Q3KQY7	9351
Q3KQZ0	8021
Q3KR25	7832
Q3KRA8	2495
Q3KRB2	3082
Q3KRB9	6273
Q3LIA4	8874
Q3LIC0	868
Q3LID1	3070
Q3LID2	79084
Q3LID6	135112
Q3LIG1	10891
Q3LR70	4318
Q3LRJ0	672
Q3LRJ6	672
Q3LRW1	7157
Q3LRW2	7157
Q3LRW3	7157
Q3LRW4	7157
Q3LRW5	7157
Q3LSM7	23327
Q3LU47	7442
Q3MHU9	54700
Q3MIJ6	4160
Q3MIK4	51547
Q3MIL0	6462
Q3MIN6	673
Q3MIS5	7006
Q3MIW3	6550
Q3MJ45	2626
Q3MJE7	10617
Q3MJF1	5588
Q3MN78	7322
Q3SWR1	55200
Q3SWV7	9349
Q3SWW1	2495
Q3SX56	51111
Q3SXL2	434
Q3SXL8	388372
Q3SXL8	6351
Q3SXN8	4738
Q3SXZ2	286205
Q3SY79	89780
Q3SY80	89780
Q3SYG7	64689
Q3T1A4	859
Q3T906	79158
Q3Y4D3	5879
Q3YAB9	80333
Q3YAC0	80333
Q3YAC1	80333
Q3YAC2	80333
Q3YFH9	57697
Q3YFJ4	55160
Q3ZAR4	342184
Q3ZAR6	1750
Q3ZB77	51765
Q3ZCP9	4638
Q3ZCS1	7091
Q3ZCU4	51176
Q3ZK23	81624
Q3ZQK2	79158
Q3ZTS2	5336
Q3ZTS9	100526767
Q3ZTS9	51652
Q3ZTU0	10217
Q45F09	25
Q45H73	3683
Q45RE8	85440
Q45RE9	85440
Q460N4	54625
Q460N5	54625
Q494Z3	5077
Q494Z4	5077
Q495F9	4603
Q495X4	6095
Q495Z0	1268
Q496E0	926
Q496E1	926
Q496E2	926
Q498Z5	4891
Q499L7	5910
Q49A29	3801
Q49A54	7803
Q49AP1	5602
